"","game_pk","play_id","name","gd","ab_num","event","bat_team_id","fld_team_id","ev","la","dist","pull","brl","xban","xbad","hh","bip","v","pt","pn","ab","hit","is_1b","is_2b","is_3b","is_hr","so","bb"
"403","634578","9df4ff74-5dda-4010-aca3-fcbec0dab78c","Flores Wilmer,",2021-04-02,"30","field_out","137","136","95.8","28","372","Straightaway","0","0.29","1","1","1","90.6","FC","Cutter","1","0","0","0","0","0","0","0"
"404","634578","5b78a378-db04-43c4-9a78-fbc4ec534fbf","Ruf Darin,",2021-04-02,"29","strikeout","137","136","null","null","null","null","null","null","1","0","0","81.0","SL","Slider","1","0","0","0","0","0","1","0"
"405","634578","d2c10bd0-fab2-4228-b3c5-77e32d8dc9cc","Longoria Evan,",2021-04-02,"28","walk","137","136","null","null","null","null","null","null","0","0","0","89.4","FC","Cutter","0","0","0","0","0","0","0","1"
"406","634578","702e1d2c-c12b-47d3-8ec2-91a7a75e7a78","Solano Donovan,",2021-04-02,"27","single","137","136","96.6","9","136","Pull","0","0.713","1","1","1","88.8","FC","Cutter","1","1","1","0","0","0","0","0"
"407","634578","b053c76b-8414-41fa-a6da-4609b0536375","Yastrzemski Mike,",2021-04-02,"26","strikeout","137","136","null","null","null","null","null","null","1","0","0","79.5","SL","Slider","1","0","0","0","0","0","1","0"
"408","634578","f84ef4fe-f045-4d21-98c6-5efd47c57942","Slater Austin,",2021-04-02,"19","field_out","137","136","81.8","-40","3","Pull","0","0.077","1","0","1","89.7","FC","Cutter","1","0","0","0","0","0","0","0"
"409","634578","ae2d28d1-4db3-46bf-906a-e1c3cce9f701","Dubon Mauricio,",2021-04-02,"18","field_out","137","136","87.7","22","308","Straightaway","0","0.243","1","0","1","80.9","SL","Slider","1","0","0","0","0","0","0","0"
"410","634578","e1d182e9-15d0-4117-8225-44668c42c6b0","Crawford Brandon,",2021-04-02,"17","field_out","137","136","95.1","-10","15","Straightaway","0","0.183","1","1","1","79.0","SL","Slider","1","0","0","0","0","0","0","0"
"411","634578","8482f711-330c-4a91-99ae-bc06c61133a9","Posey III Buster,",2021-04-02,"16","home_run","137","136","103.7","26","404","Straightaway","1","0.877","1","1","1","94.0","FF","4-Seam Fastball","1","1","0","0","0","1","0","0"
"412","634578","df5364bb-cd13-4574-8156-2adea26efeb2","Flores Wilmer,",2021-04-02,"10","field_out","137","136","89.2","47","261","Opposite","0","0.003","1","0","1","95.2","FF","4-Seam Fastball","1","0","0","0","0","0","0","0"
"413","634578","691ecc6c-0633-4f53-9cc4-a44cb878193b","Ruf Darin,",2021-04-02,"9","strikeout","137","136","null","null","null","null","null","null","1","0","0","95.6","FF","4-Seam Fastball","1","0","0","0","0","0","1","0"
"414","634578","bf1da583-3b26-43d6-9ee6-136d9460bc89","Longoria Evan,",2021-04-02,"8","strikeout","137","136","null","null","null","null","null","null","1","0","0","83.0","SL","Slider","1","0","0","0","0","0","1","0"
"415","634578","3cecc66f-aab4-4cfe-a0aa-824488839513","Solano Donovan,",2021-04-02,"3","strikeout","137","136","null","null","null","null","null","null","1","0","0","83.6","SL","Slider","1","0","0","0","0","0","1","0"
"416","634578","5f8b4d5a-678d-4fb3-a855-a138e60bb65b","Yastrzemski Mike,",2021-04-02,"2","field_out","137","136","75.6","-3","24","Pull","0","0.086","1","0","1","82.9","SL","Slider","1","0","0","0","0","0","0","0"
"417","634578","ffd4293c-97cf-4c5b-9f87-92722ad0e29d","Slater Austin,",2021-04-02,"1","strikeout","137","136","null","null","null","null","null","null","1","0","0","97.0","FF","4-Seam Fastball","1","0","0","0","0","0","1","0"
